-1.000000	0.001516
-0.980000	0.001591
-0.960000	0.001962
-0.940000	0.002680
-0.920000	0.003828
-0.900000	0.005531
-0.880000	0.007955
-0.860000	0.011311
-0.840000	0.015855
-0.820000	0.021886
-0.800000	0.029744
-0.780000	0.039797
-0.760000	0.052433
-0.740000	0.068038
-0.720000	0.086974
-0.700000	0.109557
-0.680000	0.136029
-0.660000	0.166529
-0.640000	0.201073
-0.620000	0.239538
-0.600000	0.281647
-0.580000	0.326972
-0.560000	0.374945
-0.540000	0.424877
-0.520000	0.475985
-0.500000	0.527434
-0.480000	0.578373
-0.460000	0.627981
-0.440000	0.675502
-0.420000	0.720281
-0.400000	0.761790
-0.380000	0.799645
-0.360000	0.833608
-0.340000	0.863588
-0.320000	0.889625
-0.300000	0.911875
-0.280000	0.930584
-0.260000	0.946063
-0.240000	0.958666
-0.220000	0.968762
-0.200000	0.976722
-0.180000	0.982897
-0.160000	0.987610
-0.140000	0.991150
-0.120000	0.993763
-0.100000	0.995657
-0.080000	0.997002
-0.060000	0.997927
-0.040000	0.998534
-0.020000	0.998891
0.000000	0.999039
0.020000	0.998993
0.040000	0.998744
0.060000	0.998254
0.080000	0.997458
0.100000	0.996259
0.120000	0.994523
0.140000	0.992078
0.160000	0.988708
0.180000	0.984157
0.200000	0.978121
0.220000	0.970260
0.240000	0.960205
0.260000	0.947568
0.280000	0.931963
0.300000	0.913027
0.320000	0.890443
0.340000	0.863971
0.360000	0.833471
0.380000	0.798927
0.400000	0.760462
0.420000	0.718353
0.440000	0.673028
0.460000	0.625055
0.480000	0.575123
0.500000	0.524015
0.520000	0.472566
0.540000	0.421627
0.560000	0.372019
0.580000	0.324498
0.600000	0.279719
0.620000	0.238210
0.640000	0.200355
0.660000	0.166392
0.680000	0.136412
0.700000	0.110375
0.720000	0.088125
0.740000	0.069416
0.760000	0.053937
0.780000	0.041335
0.800000	0.031240
0.820000	0.023281
0.840000	0.017109
0.860000	0.012401
0.880000	0.008870
0.900000	0.006271
0.920000	0.004401
0.940000	0.003097
0.960000	0.002233
0.980000	0.001724
