-1.000000	0.027538
-0.980000	0.037661
-0.960000	0.027216
-0.940000	-0.002479
-0.920000	-0.038945
-0.900000	-0.063938
-0.880000	-0.062265
-0.860000	-0.029548
-0.840000	0.024864
-0.820000	0.081121
-0.800000	0.116575
-0.780000	0.114505
-0.760000	0.070296
-0.740000	-0.007018
-0.720000	-0.097897
-0.700000	-0.178449
-0.680000	-0.227156
-0.660000	-0.229973
-0.640000	-0.182602
-0.620000	-0.089906
-0.600000	0.036654
-0.580000	0.182393
-0.560000	0.332637
-0.540000	0.475180
-0.520000	0.601688
-0.500000	0.707934
-0.480000	0.793038
-0.460000	0.858250
-0.440000	0.905917
-0.420000	0.939022
-0.400000	0.961055
-0.380000	0.975658
-0.360000	0.985807
-0.340000	0.993000
-0.320000	0.997291
-0.300000	0.998419
-0.280000	0.997228
-0.260000	0.996001
-0.240000	0.997125
-0.220000	1.001012
-0.200000	1.005217
-0.180000	1.005975
-0.160000	1.001373
-0.140000	0.993674
-0.120000	0.988550
-0.100000	0.991220
-0.080000	1.002054
-0.060000	1.015079
-0.040000	1.021054
-0.020000	1.013535
0.000000	0.994016
0.020000	0.972462
0.040000	0.962339
0.060000	0.972785
0.080000	1.002479
0.100000	1.038943
0.120000	1.063937
0.140000	1.062268
0.160000	1.029553
0.180000	0.975134
0.200000	0.918870
0.220000	0.883420
0.240000	0.885507
0.260000	0.929724
0.280000	1.007016
0.300000	1.097860
0.320000	1.178417
0.340000	1.227187
0.360000	1.230059
0.380000	1.182637
0.400000	1.089801
0.420000	0.963178
0.440000	0.817595
0.460000	0.667621
0.480000	0.525128
0.500000	0.398255
0.520000	0.291514
0.540000	0.206399
0.560000	0.141929
0.580000	0.095165
0.600000	0.062044
0.620000	0.038651
0.640000	0.022371
0.660000	0.012080
0.680000	0.007128
0.700000	0.005964
0.720000	0.005786
0.740000	0.003849
0.760000	-0.000495
0.780000	-0.004949
0.800000	-0.005839
0.820000	-0.001306
0.840000	0.006358
0.860000	0.011465
0.880000	0.008786
0.900000	-0.002050
0.920000	-0.015078
0.940000	-0.021053
0.960000	-0.013534
0.980000	0.005984
