-1.000000	0.005035
-0.980000	-0.003175
-0.960000	-0.000786
-0.940000	0.007281
-0.920000	-0.016092
-0.900000	0.025796
-0.880000	-0.033331
-0.860000	0.034117
-0.840000	-0.023320
-0.820000	-0.001380
-0.800000	0.036002
-0.780000	-0.067548
-0.760000	0.075986
-0.740000	-0.044298
-0.720000	-0.024750
-0.700000	0.095768
-0.680000	-0.110781
-0.660000	0.033760
-0.640000	0.092308
-0.620000	-0.143170
-0.600000	0.030435
-0.580000	0.155275
-0.560000	-0.101879
-0.540000	-0.057074
-0.520000	0.431856
-0.500000	0.852765
-0.480000	0.998207
-0.460000	1.008207
-0.440000	1.001166
-0.420000	0.999753
-0.400000	0.999954
-0.380000	0.999996
-0.360000	1.000018
-0.340000	0.999976
-0.320000	1.000035
-0.300000	0.999950
-0.280000	1.000072
-0.260000	0.999897
-0.240000	1.000147
-0.220000	0.999789
-0.200000	1.000304
-0.180000	0.999562
-0.160000	1.000633
-0.140000	0.999089
-0.120000	1.001299
-0.100000	0.998177
-0.080000	1.002499
-0.060000	0.996683
-0.040000	1.004209
-0.020000	0.994983
0.000000	1.005446
0.020000	0.994965
0.040000	1.003175
0.060000	1.000786
0.080000	0.992719
0.100000	1.016092
0.120000	0.974204
0.140000	1.033331
0.160000	0.965883
0.180000	1.023320
0.200000	1.001380
0.220000	0.963998
0.240000	1.067548
0.260000	0.924014
0.280000	1.044298
0.300000	1.024750
0.320000	0.904232
0.340000	1.110781
0.360000	0.966240
0.380000	0.907692
0.400000	1.143170
0.420000	0.969565
0.440000	0.844725
0.460000	1.101879
0.480000	1.057074
0.500000	0.568143
0.520000	0.147236
0.540000	0.001791
0.560000	-0.008204
0.580000	-0.001171
0.600000	0.000253
0.620000	0.000037
0.640000	0.000018
0.660000	-0.000037
0.680000	0.000051
0.700000	-0.000072
0.720000	0.000103
0.740000	-0.000147
0.760000	0.000211
0.780000	-0.000304
0.800000	0.000438
0.820000	-0.000633
0.840000	0.000911
0.860000	-0.001299
0.880000	0.001823
0.900000	-0.002499
0.920000	0.003317
0.940000	-0.004209
0.960000	0.005017
0.980000	-0.005446
